0.1	2.80560512573264E-6
0.109647819614319	2.6792406430313E-6
0.120226443461741	2.55859107791688E-6
0.131825673855641	2.44339397988305E-6
0.144543977074593	2.33339980498695E-6
0.158489319246111	2.22837111122578E-6
0.173780082874938	2.12808183609689E-6
0.190546071796325	2.032316643213E-6
0.208929613085404	1.94087032736776E-6
0.229086765276777	1.8535472694613E-6
0.251188643150958	1.77016093430447E-6
0.275422870333817	1.69053340560697E-6
0.301995172040202	1.61449495348385E-6
0.331131121482591	1.54188363063885E-6
0.363078054770101	1.47254489404469E-6
0.398107170553497	1.40633124947154E-6
0.436515832240166	1.34310191664231E-6
0.478630092322639	1.28272251313887E-6
0.524807460249773	1.22506475546213E-6
0.575439937337157	1.17000617587585E-6
0.630957344480193	1.11742985384852E-6
0.691830970918937	1.06722416105863E-6
0.758577575029184	1.01928251905308E-6
0.831763771102671	9.73503168750841E-7
0.91201083935591	9.29788951069503E-7
1	8.88047098023669E-7
1.09647819614319	8.48189033704384E-7
1.20226443461741	8.10130184599873E-7
1.31825673855641	7.73789798761654E-7
1.44543977074593	7.39090773357821E-7
1.58489319246111	7.05959490188149E-7
1.73780082874938	6.74325658764515E-7
1.90546071796325	6.44122166585588E-7
2.08929613085404	6.15284936257512E-7
2.29086765276777	5.87752789132643E-7
2.51188643150958	5.61467315156904E-7
2.75422870333817	5.36372748633054E-7
3.01995172040202	5.12415849622539E-7
3.31131121482591	4.89545790722662E-7
3.63078054770101	4.67714048968853E-7
3.98107170553497	4.46874302623858E-7
4.36515832240166	4.26982332626845E-7
4.78630092322638	4.07995928485883E-7
5.24807460249773	3.89874798406913E-7
5.75439937337157	3.72580483461446E-7
6.30957344480193	3.56076275603662E-7
6.91830970918936	3.40327139355499E-7
7.58577575029184	3.25299636985723E-7
8.3176377110267	3.10961857015868E-7
9.1201083935591	2.97283345892356E-7
10	2.84235042670134E-7
10.9647819614319	2.71789216558755E-7
12.0226443461741	2.59919407187046E-7
13.1825673855641	2.48600367447387E-7
14.4543977074593	2.37808008785185E-7
15.8489319246111	2.27519348803415E-7
17.3780082874938	2.17712461056182E-7
19.0546071796325	2.08366426909124E-7
20.8929613085404	1.99461289348318E-7
22.9086765276777	1.9097800862309E-7
25.1188643150958	1.82898419611996E-7
27.5422870333816	1.75205190805243E-7
30.1995172040202	1.67881784801146E-7
33.1131121482591	1.60912420218957E-7
36.3078054770101	1.54282034935732E-7
39.8107170553497	1.47976250560943E-7
43.6515832240166	1.41981338069555E-7
47.8630092322638	1.36284184522261E-7
52.4807460249773	1.30872260810844E-7
57.5439937337157	1.257335903772E-7
63.0957344480194	1.20856718866513E-7
69.1830970918937	1.16230684688516E-7
75.8577575029183	1.1184499047549E-7
83.1763771102671	1.07689575441645E-7
91.201083935591	1.03754788665306E-7
100	1.0003136333262E-7
109.647819614319	9.65103919985856E-8
120.226443461741	9.31833029373566E-8
131.825673855641	9.00418376681665E-8
144.543977074593	8.70780297547342E-8
158.489319246111	8.42841849837245E-8
173.780082874938	8.16528630306351E-8
190.546071796325	7.91768607185057E-8
208.929613085404	7.68491969653666E-8
229.086765276777	7.46630995000105E-8
251.188643150958	7.26119934024833E-8
275.422870333817	7.06894914961862E-8
301.995172040202	6.88893865836408E-8
331.131121482591	6.72056454793172E-8
363.078054770101	6.56324047523599E-8
398.107170553497	6.41639680517828E-8
436.515832240166	6.27948048490592E-8
478.630092322638	6.15195504002811E-8
524.807460249773	6.03330067041804E-8
575.439937337158	5.92301442148562E-8
630.957344480194	5.82061040599985E-8
691.830970918935	5.72562005170668E-8
758.577575029184	5.63759235109105E-8
831.763771102671	5.55609409157611E-8
912.010839355909	5.48071004709236E-8
1000	5.41104311510505E-8
